Problem,nVars,maxVars,nAPIs,time,iaTime,testingTime,usCoreTime,parsingTime,decompositionTime,miniSATTime,miniSATVars,miniSATClauses,miniSATCalls,raSATClauses,decomposedLearnedClauses,UNSATLearnedClauses,unknownLearnedClauses,result,raSATResult,EQ,NEQ
meti-tarski/CMOS/CMOS-opamp-chunk-0145.minismt.smt2,3,2,4,0.009999,0.0,0.005999,0.0,0.0,0.001,0.0,28.0,26.0,11.0,31.0,29.0,2.0,0.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0092.minismt.smt2,3,2,7,900.000333997,6.385678,99.5315350001,0.0,0.347993,3.427766,0.487985,4402720.0,0.0,880544.0,440272.0,0.0,0.0,440272.0,sat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0074.smt2,3,2,7,900.000576997,5.652816,77.883162,0.0,0.611982,3.185759,0.498984,4532650.0,0.0,906531.0,453265.0,0.0,0.0,453265.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0106.minismt.smt2,3,2,7,900.001996997,13.328186,132.742258,0.0,0.460977,5.421624,0.349989,4363680.0,0.0,872737.0,436368.0,0.0,0.0,436368.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0309.smt2,3,2,8,900.001786998,36.390539,162.530893,0.0,0.896936,3.446771,0.376972,4603313.0,0.0,836967.0,418483.0,0.0,0.0,418483.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0010.smt2,3,2,4,900.001094997,10.33054,126.926436,0.0,1.70492,4.347773,1.224949,3046155.0,0.0,870331.0,435165.0,0.0,0.0,435165.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0318.smt2,3,2,7,900.002216999,84.162804,127.150487,0.0,2.555822,2.466768,0.802927,3283524.0,0.0,729673.0,364836.0,0.0,0.0,364836.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0219.minismt.smt2,3,2,7,900.001955997,4.524837,82.517513,0.0,0.510981,3.079811,0.384986,4367160.0,0.0,873433.0,436716.0,0.0,0.0,436716.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0174.minismt.smt2,3,2,7,900.000643999,84.058832,130.360499,0.0,3.109731,2.537792,0.729948,3320622.0,0.0,737916.0,368958.0,0.0,0.0,368958.0,unsat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0241.minismt.smt2,3,2,8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,2.0,0.0,2.0,0.0,unsat,unsat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0265.smt2,3,2,7,900.000152997,5.534784,79.317885,0.0,0.772978,3.045817,0.475981,4347490.0,0.0,869499.0,434749.0,0.0,0.0,434749.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0286.minismt.smt2,3,2,3,0.036998,0.0,0.012999,0.0,0.0,0.0,0.0,104.0,33.0,41.0,63.0,48.0,8.0,7.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0064.minismt.smt2,3,2,9,0.004,0.0,0.0,0.0,0.0,0.0,0.001,26.0,2.0,6.0,8.0,4.0,4.0,0.0,unsat,unsat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0178.minismt.smt2,3,2,4,0.010999,0.005,0.004999,0.0,0.0,0.001,0.0,15.0,12.0,5.0,16.0,16.0,0.0,0.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0237.smt2,3,2,3,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0303.smt2,3,2,7,900.001984997,5.009805,82.39865,0.0,0.726969,3.081829,0.540973,4331640.0,0.0,866329.0,433164.0,0.0,0.0,433164.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0157.smt2,3,2,7,900.002798,42.583283,105.742995,0.0,1.210935,2.645756,0.719948,3166803.0,0.0,703735.0,351867.0,0.0,0.0,351867.0,unsat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0233.smt2,3,2,4,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0310.smt2,3,2,3,0.036996,0.0,0.015999,0.0,0.0,0.0,0.0,112.0,46.0,46.0,80.0,64.0,9.0,7.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0249.smt2,3,2,8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,2.0,0.0,2.0,0.0,unsat,unsat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0306.minismt.smt2,3,2,7,900.000353999,88.903548,128.858359,0.0,3.187761,2.461807,0.715955,3267675.0,0.0,726151.0,363075.0,0.0,0.0,363075.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0262.smt2,3,2,7,900.000110997,6.015634,100.361304,0.0,0.272992,3.148778,0.554972,3884130.0,0.0,863141.0,431570.0,0.0,0.0,431570.0,unsat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0035.smt2,3,2,7,900.000353997,6.217854,58.994166,0.0,0.775983,2.853839,0.509988,4415650.0,0.0,883130.0,441565.0,0.0,0.0,441565.0,sat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0095.minismt.smt2,3,2,8,900.000267998,7.804583,158.030618,0.0,0.283987,3.550808,0.456977,4490244.0,0.0,816409.0,408204.0,0.0,0.0,408204.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0129.minismt.smt2,3,2,3,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0277.smt2,3,2,9,900.000542998,30.228764,162.164594,0.0,0.622949,3.477775,0.322975,4910256.0,0.0,818376.0,409188.0,0.0,0.0,409188.0,unsat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0280.smt2,3,2,3,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0184.smt2,3,2,7,900.000016,94.050162,75.218115,0.0,0.995889,2.160713,0.357943,2410335.0,0.0,535630.0,267815.0,0.0,0.0,267815.0,sat,unknown,0,0
